I_D,FLAG_TSUNAMI,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,FOCAL_DEPTH,EQ_PRIMARY,EQ_MAG_MW,EQ_MAG_MS,EQ_MAG_MB,EQ_MAG_ML,EQ_MAG_MFA,EQ_MAG_UNK,INTENSITY,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE
5173,,1988,10,31,10,12,58.4,12,5.6,,5.6,5.4,,,,,ALGERIA,,"ALGERIA:  BLIDA, MEDEA-ALGIERS",36.443,2.759
5174,,1988,11,3,14,47,10.7,69,6,,6,5.6,,,,6,GUATEMALA,,"GUATEMALA:  S PALIN, SAN VICENTE PACAYA",13.881,-90.45
5175,,1988,11,3,19,42,18.1,33,5.7,,5.7,5.4,,,,5,USA TERRITORY,PR,PUERTO RICO:  MONA PASSAGE:  CATANO,19.08,-67.256
5176,,1988,11,6,13,3,19.3,18,7.3,,7.3,6.1,,,,10,CHINA,,CHINA:  YUNNAN PROVINCE,22.789,99.611
5178,,1988,11,6,13,15,43.3,10,6.4,,,6.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.181,99.439
5181,,1988,11,17,6,55,46,19,6.6,6.6,6.6,6,,,,6,PHILIPPINES,,"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",12.399,124.537
5182,,1988,11,21,16,55,52.5,11,5.3,,5.3,5.8,,,,7,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL ISLAND,37.938,-26.142
5183,,1988,11,25,23,46,4.5,29,5.8,,5.8,5.9,,,,7,CANADA,,"CANADA:  QUEBEC:  SAGUENAY, QUEBEC CITY",48.117,-71.183
5184,,1988,12,7,7,41,24.2,5,6.8,,6.8,6.2,,,,10,ARMENIA,,"ARMENIA:  LENINAKAN, SPITAK, KIROVAKAN",40.987,44.185
5187,,1989,1,22,23,2,7.1,33,5.3,,,5.3,,,,7,TAJIKISTAN,,"TAJIKISTAN:  SHARORA, GISSAR",38.465,68.694
5188,,1989,3,8,11,44,32.3,32,5.6,,5.6,5.9,,,,,INDONESIA,,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",1.031,126.189
5190,,1989,3,10,14,14,10.2,53,5.4,,5.4,5.6,,,,5,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL,-4.346,152.797
5191,,1989,3,10,21,49,45.8,30,6.1,,6.1,6.2,,,,,MALAWI,,"MALAWI:  SALIMA, DEDZA, MOHINJI",-13.702,34.42
5192,,1989,4,15,20,34,8.9,13,6.2,,6.2,6.2,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  BATANG,29.987,99.195
5194,,1989,4,25,14,29,0.5,19,6.8,,6.8,6.2,,,,6,MEXICO,,"MEXICO:  MEXICO CITY, ACAPULCO",16.773,-99.328
5195,,1989,5,3,9,13,24.2,33,5.1,,,5.1,,,,,IRAN,,"IRAN:  SW, SHIRAZ, MAMASANI",29.964,51.655
5196,,1989,5,4,0,22,6.7,16,5.2,,5.2,5.4,,,,,VENEZUELA,,"VENEZUELA:  FALCON, CARABOBO, CARACAS",11.038,-68.27
5197,,1989,5,7,0,38,18.5,33,5.6,,5.6,5.3,,,,,CHINA,,"CHINA:  YUNNAN PROVINCE:  GENGMA, LANCANG, MENGLIAN",23.553,99.526
5198,Tsu,1989,5,23,10,54,46.3,10,8.2,,8.2,6.4,,,,7,AUSTRALIA,TAS,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.568
5199,,1989,5,27,20,8,37.3,31,5.8,,5.8,5.6,,,,,IRAN,,"IRAN:  DO GOBADAN, FARS, YASUJ",30.167,50.921
5201,,1989,6,12,0,4,9.7,6,5.1,,5.1,6.1,,,,,BANGLADESH,,BANGLADESH:  BANARIPARA,21.861,89.763
5202,,1989,6,25,20,37,32.4,15,6.1,,6.1,5.9,,,,7,ECUADOR,,"ECUADOR:  ESMERALDAS, GUAYAQUIL",1.134,-79.616
5203,Tsu,1989,6,26,3,27,3.9,9,6.1,,6.1,5.8,,,,6,USA,HI,HAWAIIAN ISLANDS:  PUNA DISTRICT,19.362,-155.083
5204,,1989,6,26,10,38,39.4,11,5.7,,5.7,5.7,,,,6,AZORES (PORTUGAL),,"AZORES:  GRACIOSA, TERCEIRA",39.112,-28.242
5205,,1989,7,9,2,9,9.1,5,5,,5,5.1,,,,6,JAPAN,,"JAPAN:  HONSHU:  ITO, AJIRO",34.942,139.193
5206,,1989,7,14,20,42,40,10,6.2,,6.2,6.4,,,,,INDONESIA,,INDONESIA:  TIMOR:  ALOR,-8.081,125.129
5207,,1989,8,1,0,18,4.8,14,5.8,,5.8,6,,,,,INDONESIA,,"INDONESIA:  KURIMA DISTRICT, BALIEM RIVER",-4.511,139.022
5208,,1989,8,3,7,42,40.8,18,5,,5,5,,,,6,RUSSIA,,"RUSSIA:  GROZNYY, BUYNAKSK",43.522,45.362
5209,,1989,8,20,11,16,56.5,12,6.3,,6.3,5.8,5.8,,,9,DJIBOUTI,,"DJIBOUTI:  GALAFI, YABAKI",11.766,41.942
5210,,1989,9,4,5,20,55.9,9,6,,6,5.8,,,,,INDONESIA,,INDONESIA:  TEMBAGAPURA,-4.219,136.667
6475,Tsu,1989,9,4,13,14,58.2,11,6.9,,6.9,6.5,6.9,,,,USA,AK,ALASKA,55.543,-156.835
5211,,1989,9,22,2,25,50.8,15,6.1,,6.1,6.1,,,,,CHINA,,CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY,31.583,102.433
5213,Tsu,1989,10,18,0,4,15.2,19,6.9,6.9,7.1,6.5,,,,9,USA,CA,CALIFORNIA:  LOMA PRIETA,37.036,-121.883
5215,,1989,10,18,14,57,22.4,10,5.3,,5.3,5.1,,,,8,CHINA,,CHINA:  SHANXI AND HEBEI PROVINCES; DATONG,39.893,113.884
6476,Tsu,1989,10,29,5,25,38.2,10,6.6,,6.6,6,,,,,JAPAN,,JAPAN:  N. HONSHU ISLAND,39.571,143.333
5216,Tsu,1989,10,29,19,9,12.9,6,5.7,,5.7,5.7,6.1,,,8,ALGERIA,,"ALGERIA:  ALGIERS, CHERCHELL, TIPAZA",36.788,2.448
5217,Tsu,1989,11,1,18,25,34.9,29,7.4,,7.4,6.4,,,,6,JAPAN,,"JAPAN:  HONSHU: N, AOMORI, MISAWA",39.837,142.76
5219,,1989,11,20,4,19,4.6,18,5.9,5.9,5.7,5.6,,,,,IRAN,,"IRAN:  SHAHDAD, KERMAN PROVINCE",29.892,57.718
5220,,1989,12,15,18,43,45,24,7.5,7.5,7.3,6.2,,,,6,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO",8.337,126.729
5221,,1989,12,27,23,26,57,10,5.4,,,5.4,,,,8,AUSTRALIA,,AUSTRALIA:  NEWCASTLE,-32.967,151.619
5222,Tsu,1990,2,8,7,15,32.2,26,6.6,,6.6,6.2,,,,7,PHILIPPINES,,"PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694
6477,Tsu,1990,2,20,6,53,39.8,14,6.4,,6.4,6.1,,,,,JAPAN,,JAPAN:  NEAR S. COAST OF HONSHU,34.706,139.252
5223,,1990,2,28,23,43,36.6,5,5.5,,5.5,5.5,,,,7,USA,CA,"CALIFORNIA:  S,  CLAREMONT,  COVINA",34.14,-117.7
7709,,1990,3,3,12,16,27.9,33,7.6,7.6,7.4,6.3,,,,,FIJI,,FIJI ISLANDS,-22.122,175.163
5224,,1990,3,4,19,46,19.6,10,6.1,,6.1,5.8,,,,,PAKISTAN,,"PAKISTAN:  KALAT, QUETTA, MASTUNG",28.925,66.331
5225,Tsu,1990,3,25,13,22,55.6,22,7,,7,6.2,,,,8,COSTA RICA,,"COSTA RICA:  PUNTARENAS, SAN JOSE",9.919,-84.808
5226,,1990,3,25,14,17,18.8,33,6.3,,6.3,6,,,,6,TAJIKISTAN,,TAJIKISTAN:  PAMIR MOUNTAINS,37.034,72.942
5227,,1990,3,26,22,47,16.7,39,5.5,,5.5,5.6,,,,4,PHILIPPINES,,PHILIPPINES:  SANTIAGO,9.253,125.606
5229,Tsu,1990,4,5,21,12,35.5,11,7.5,,7.5,6.5,,,,4,USA TERRITORY,MP,GUAM; NORTHERN MARIANA ISLANDS:  SAIPAN,15.125,147.596
5230,,1990,4,17,1,59,33.4,33,6.2,,6.2,6,,,,,CHINA,,CHINA:  S XINJIANG:  WUQIA COUNTY,39.436,74.9
5231,,1990,4,18,13,39,19,26,7.6,7.6,7.4,6.2,,,,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA: BOLAANG-GORONTALO,1.186,122.857
5233,,1990,4,26,9,37,15,8,6.9,,6.9,6.5,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  GANGHE-XINGHAI,35.986,100.245
5235,,1990,5,5,7,21,29.5,10,5.4,,5.4,5.3,,,,7,ITALY,,ITALY:  POTENZA,40.775,15.766
5236,,1990,5,13,4,23,9.6,21,6.3,,6.3,6,,,,8,NEW ZEALAND,,"NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",-40.296,176.064
5237,,1990,5,20,2,22,1.6,15,7.1,,7.1,6.7,,,,,SUDAN,,"SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",5.121,32.145
5239,,1990,5,24,20,0,8.1,16,7,,7,6.5,,,,,SUDAN,,"SUDAN:  JUBA, KAPENGURIA",5.358,31.848
5240,,1990,5,30,2,34,5.8,24,6.5,,6.5,6.1,,,,6,PERU,,PERU:  MOYABAMBA-RIOJO,-6.016,-77.229
5241,,1990,5,30,10,40,6.1,89,6.7,,,6.7,,,,6,ROMANIA,,"ROMANIA:  BUCHAREST, BRAILA, BRASOV",45.841,26.668
5242,,1990,5,31,0,17,47.8,88,6.1,,,6.1,,,,5,ROMANIA,,"ROMANIA:  KISHINEV, CIS",45.811,26.769
5245,,1990,6,14,7,40,56.2,18,7.1,,7.1,6,,,,6,PHILIPPINES,,"PHILIPPINES:  CULASI, PANAY",11.76,121.899
5246,,1990,6,14,12,47,28.8,58,6.8,,6.8,6.1,,,,5,KAZAKHSTAN,,"KAZAKHSTAN:  UST, ZAYSAN",47.869,85.076
5247,,1990,6,17,4,51,45.5,15,6.3,,6.3,5.9,,,,,PAKISTAN,,PAKISTAN:  BALUCHISTAN,27.398,65.719
5248,,1990,6,20,21,0,9.9,19,7.7,,7.7,6.4,,,,7,IRAN,,"IRAN:  RASHT, QAZVIN, ZANJAN,  RUDBAR, MANJIL",36.957,49.409
5250,,1990,6,21,9,2,14.6,15,5.3,,5.3,5.8,,,,,IRAN,,"IRAN:  LOWSHAN, MANJIL",36.636,49.799
5252,,1990,7,13,14,20,43.4,217,5.6,,,5.6,,,,4,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH:  PIK LENINA,36.415,70.789
5253,,1990,7,16,7,26,34.6,25,7.8,,7.8,6.5,,,,9,PHILIPPINES,,"PHILIPPINES:  BAGUIO,  CABANATUAN, DAGUPAN",15.679,121.172
5255,,1990,7,18,11,29,24.9,17,5.1,,5.1,5.2,,,,,TURKEY,,"TURKEY:  CAMELI, DENIZLI",36.99,29.595
5256,,1990,7,27,12,37,59.5,126,6.4,,,6.4,,,,5,VANUATU,,VANUATU ISLANDS:  ESPIRITU SANTO,-15.355,167.464
5257,,1990,8,3,9,15,6.1,33,6.1,,6.1,6,,,,7,KAZAKHSTAN,,"KAZAKHSTAN:  AKKAL, UST",47.963,84.961
6602,Tsu,1990,9,23,21,13,7.4,10,6.5,,6.5,6,,,,,JAPAN,,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",33.267,138.643
5262,,1990,10,20,8,7,27.5,12,5.8,,5.8,5.6,,,,4,CHINA,,CHINA:  GANSU PROVINCE:  TIANZHU,37.093,103.781
5263,,1990,10,25,4,53,59.9,114,6,,,6,,,,4,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  CHITRAL, MARDAN, MALAKAND",35.121,70.486
5264,,1990,11,6,18,45,52.2,11,6.7,,6.7,6.2,,,,,IRAN,,"IRAN:  S, DARAB",28.251,55.462
5265,,1990,11,15,2,34,32.4,48,6.8,,6.8,6,,,,,INDONESIA,,"INDONESIA:   N SUMATERA, BLANGKEJEREN, KUTACANE",3.908,97.457
5266,,1990,11,27,4,37,58.5,24,5.6,,5.6,5.1,,,,8,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA:  TITOGRAD,43.853,16.633
5268,Tsu,1990,12,13,0,24,25.7,11,5.3,,5.3,5.5,,,,7,ITALY,,ITALY:  SICILY:  CARLENTINI,37.3,15.438
5269,,1990,12,13,3,1,48,12,6.2,,6.2,5.9,,,,4,TAIWAN,,"TAIWAN:  HUALIEN,  TAIPEI",23.916,121.636
7802,Tsu,1990,12,13,19,50,17.8,10,6.3,,6.3,5.9,,,,5,TAIWAN,,TAIWAN:  HUA-LIEN,23.722,121.627
5270,,1990,12,21,6,57,42.9,13,5.9,,5.9,5.8,,,,7,GREECE,,"GREECE:  EDHESSA, KILKIS",41.004,22.3
5271,,1990,12,22,17,27,54.8,17,5.7,,5.7,5.3,,,,8,COSTA RICA,,"COSTA RICA:  ALAJUELA, SANTIAGO DE PURISCAL",9.869,-84.302
8958,,1990,12,30,19,14,18.9,179,7.5,7.5,,6.6,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-5.097,150.967
5272,,1991,1,5,14,57,11.5,20,7.1,,7.1,6.2,,,,,MYANMAR (BURMA),,"MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",23.613,95.901
5274,,1991,1,31,23,3,33.6,142,6.4,,,6.4,,,,7,AFGHANISTAN,,"AFGHANISTAN:  BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",35.993,70.423
6478,Tsu,1991,2,9,16,18,58.3,10,6.9,6.9,6.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.929,159.139
6479,Tsu,1991,2,16,1,23,40.4,39,5.7,,5.7,6.3,,,,,RUSSIA,,RUSSIA:  KURIL ISLANDS,48.268,154.328
6480,Tsu,1991,2,21,2,35,34,20,6.7,6.7,6.5,6.2,,,,,BERING SEA,AK,BERING SEA,58.427,-175.45
5276,,1991,2,25,14,30,27.6,21,6.1,,6.1,5.5,,,,,CHINA,,CHINA:  S XINJIANG:  KALPIN,40.386,78.959
5277,,1991,3,25,18,2,41.5,10,5.5,,5.5,5.1,,,,,CHINA,,"CHINA:  NE, DATONG",39.887,113.923
5278,,1991,4,4,15,23,20.7,21,6.4,,6.4,6,,,,5,PERU,,"PERU:  RIOJA, NEUVA CAJAMARCA",-6.038,-77.13
5279,,1991,4,5,4,19,49.5,20,6.7,,6.7,6.5,,,,7,PERU,,"PERU:  RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",-5.982,-77.094
5280,,1991,4,18,9,18,30.4,33,5.1,,5.1,5.4,,,,7,AFGHANISTAN,,AFGHANISTAN:  BADAKHSTAN PROVINCE,37.457,68.273
5282,Tsu,1991,4,22,21,56,51.8,10,7.6,7.6,7.4,6.3,,,7.6,10,COSTA RICA,,"COSTA RICA:  LIMON, PANDORA",9.685,-83.073
5286,,1991,4,29,9,12,48.1,17,7,,7,6.2,,,,9,GEORGIA,,"GEORGIA:  DZHAVA, CHIATURA, AMBROLAURI",42.453,43.673
5288,,1991,5,4,3,42,54.5,10,6.2,,6.2,5.6,,,,,PANAMA,,"PANAMA:  CHANGUINOLA, ALMIRANTE, BOCAS DEL TORO",9.542,-82.418
5291,,1991,6,15,0,59,20.3,9,6.1,,6.1,6.1,,,,8,GEORGIA,,"GEORGIA:  DZHAVA, TSKHINVALI, OSSETIA",42.461,44.009
5292,,1991,6,15,11,15,28,10,5.5,,5.5,5.7,,,,,PHILIPPINES,,"PHILIPPINES:  LUZON:  MANILA, PINATUBO ERUPTION",15.119,120.355
5294,,1991,6,20,5,18,52.5,31,7.5,7.5,7,6.2,,,,6,INDONESIA,,"INDONESIA:  MINAHASSA:  GORONTALO, MAMADO",1.196,122.787
5295,,1991,6,28,14,43,54.5,11,5.1,,5.1,5.8,,,,7,USA,CA,"CALIFORNIA:  ARCADIA, GLENDALE, LOS ANGELES",34.262,-118.002
5296,,1991,7,4,11,43,10.4,29,6.5,,6.5,6.2,,,,,INDONESIA,,"INDONESIA:  TIMOR:  KALABAHI, DILI",-8.099,124.681
5298,,1991,7,12,10,42,21.2,11,5.6,5.6,5.7,5.3,,,,8,ROMANIA,,"ROMANIA:  BANLOC, DETA, TIMISOARA",45.364,21.057
5299,,1991,7,18,11,56,30.6,12,5.6,5.6,5.5,5.7,,,,8,ROMANIA,,ROMANIA:  ORSAVA,44.888,22.407
5301,,1991,7,24,9,45,41.8,26,5.1,,5.1,5.4,,,,8,IRAQ,,"IRAQ:  ARBIL,  DIBS",36.52,44.066
5303,,1991,8,17,6,18,34,10,5.2,,5.2,5.5,,,,5,VENEZUELA,,VENEZUELA:  BARQUISIMETO,10.045,-69.948
5304,,1991,8,17,19,29,40,12,6.2,,6.2,6,,,,7,USA,CA,"CALIFORNIA:  HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348
5305,,1991,9,8,13,50,30.8,88,5.6,,,5.6,,,,,NEW ZEALAND,,"NEW ZEALAND:  WELLINGTON, WANGANUI",-40.25,175.053
5306,,1991,9,18,9,48,13.1,5,6.2,,6.2,5.7,,,,6,GUATEMALA,,"GUATEMALA:  GUATEMALA CITY, PACHUTA, SOLOLA",14.646,-90.986
6481,Tsu,1991,10,14,15,58,12.7,23,7.2,7.2,7.1,6.3,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.094,158.442
5307,,1991,10,19,21,23,14.3,10,7,,7,6.5,,,,8,INDIA,,"INDIA:  CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",30.78,78.774
5309,,1991,11,4,1,50,31.6,39,5.4,,5.4,5.4,,,,,IRAN,,IRAN:  BEHBAHAN,30.666,50.218
5310,,1991,11,8,15,13,44.1,22,5,,5,5.6,,,,,INDIA,,"INDIA:  JODHPUR, JAISALMER",26.323,70.607
5311,,1991,11,19,22,28,51,21,6.4,,6.4,6.4,,,,6,COLOMBIA,,"COLOMBIA:  CHACO, BUENAVENTURA, CALI",4.554,-77.442
5313,,1991,11,28,17,19,55.5,16,5,,5,5.6,,,,,IRAN,,"IRAN:  RUDBAR, RASHT",36.924,49.603
5314,,1991,12,2,8,49,40.2,9,5.5,5.5,5.6,5.2,,,,8,ROMANIA,,"ROMANIA:  VOITEG, DETA, BANLOC",45.498,21.115
6482,Tsu,1991,12,22,8,43,13.4,24,7.6,7.6,7.4,6.3,,,,,RUSSIA,,"RUSSIA:  KAMCHATKA, KURIL ISLANDS",45.533,151.021
8252,,1992,2,1,19,4,4.5,100,5.6,,,5.6,,,,,JAPAN,,JAPAN:  HONSHU:  TOKYO,35.106,139.644
5317,,1992,3,13,17,18,39.9,27,6.9,,6.9,6.2,,,,8,TURKEY,,TURKEY:  ERZINCAN,39.71,39.605
5319,,1992,4,13,1,20,0.8,21,5.2,,5.2,5.5,5.9,,,8,NETHERLANDS,,"THE NETHERLANDS: ROERMOND; GERMANY: BONN, HEINSBERG",51.153,5.798
5320,,1992,4,23,4,50,23.2,12,6.3,,6.3,5.7,6.1,,,7,USA,CA,"CALIFORNIA:  JOSHUA TREE, ANGELUS OAKS",33.961,-116.318
5321,Tsu,1992,4,25,18,6,4.2,15,7.1,,7.1,6.3,,,,8,USA,CA,"CALIFORNIA: HUMBOLDT COUNTY: FERNDALE, PETROLIA",40.368,-124.316
5323,,1992,5,15,8,8,2.9,50,6.2,,6.2,5.7,,,,7,KYRGYZSTAN,,KYRGYZSTAN:  OSH; UZBEKISTAN:  ANDIZHAN,41.019,72.429
5324,Tsu,1992,5,17,10,15,31.3,33,7.5,,7.5,6.4,,,,,PHILIPPINES,,"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",7.191,126.762
5325,,1992,5,20,12,20,32.8,16,6,,6,6,,,,,PAKISTAN,,"PAKISTAN:  PESHAWAR, KOHAT, SHAKKAR KHEL",33.377,71.317
5327,,1992,5,25,16,55,4.1,23,7,,7,6.3,,,,,CUBA,,"CUBA:  PILON, MANZANILLO",19.613,-77.872
6331,Tsu,1992,5,27,5,13,38.8,19,7,,7,6.3,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.122,165.239
5328,,1992,6,28,11,57,34.1,1,7.6,,7.6,6.2,,,,9,USA,CA,"CALIFORNIA: LANDERS, YUCCA  VALLEY",34.201,-116.436
5330,,1992,6,28,15,5,30.7,5,6.7,,6.7,6.3,,,,8,USA,CA,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.203,-116.827
5331,,1992,6,29,10,14,22.2,9,5.4,,5.4,5.6,,,,,USA,NV,NEVADA-CALIFORNIA BORDER:  NEVADA TEST SITE,36.705,-116.293
6484,Tsu,1992,7,18,8,36,58.7,29,7,,7,6.2,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,39.419,143.33
9818,Tsu,1992,8,11,15,14,55.1,16,6.3,,6.3,5.8,,,,,JAPAN,,JAPAN:  HONSHU:  S,32.536,141.641
5332,,1992,8,19,2,4,37.4,27,7.5,,7.5,6.6,,,,9,KYRGYZSTAN,,KYRGYZSTAN:  TOLUK,42.142,73.575
5334,,1992,8,28,0,50,50.4,9,5.5,,5.5,5.5,,,,,PAKISTAN,,PAKISTAN:  KALAT,29.087,66.74
5335,Tsu,1992,9,2,0,16,2.8,40,7.7,,7.7,5.4,,,,,NICARAGUA,,NICARAGUA:  MASACHAPA; COSTA RICA,11.727,-87.386
5338,,1992,9,11,3,57,26.5,11,7,,7,6.7,,,,,CONGO,,CONGO:  KABALO,-6.087,26.651
5339,,1992,10,12,13,9,55.5,22,5.3,,5.3,5.9,,,,,EGYPT,,EGYPT:  CAIRO,29.778,31.144
5341,,1992,10,17,8,32,40.5,14,7,,7,6.2,,,,,COLOMBIA,,"COLOMBIA:  MURINDO, CALI",6.845,-76.806
5342,,1992,10,18,15,11,59.1,10,7.4,,7.4,6.6,,,,,COLOMBIA,,"COLOMBIA:  MURINDO, APARTADO, MEDELLIN",7.075,-76.862
5343,Tsu,1992,12,12,5,29,26.3,28,7.8,7.8,7.5,6.5,,,,,INDONESIA,,"INDONESIA:  FLORES REGION, MAUMERE, BABI",-8.48,121.896
5344,,1993,1,15,11,6,5.9,102,7.6,7.6,7.1,6.9,,,,6,JAPAN,,"JAPAN:  HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",43.3,143.691
5346,,1993,1,26,20,32,6.9,33,5.6,5.6,5.6,5.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.027,101.062
5347,,1993,1,27,10,27,5.6,33,5.1,,,5.1,,,,,IRAN,,IRAN:  NEHBANDAN,32.104,60.088
5348,Tsu,1993,2,7,13,27,42,11,6.3,6.3,6.2,6.3,,,,,JAPAN,,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",37.634,137.245
5349,,1993,3,12,14,1,35.4,10,6.4,6.4,6.4,6,,,,,FIJI,,FIJI ISLANDS:  FUTUNA ISLAND,-14.385,-178.252
5350,,1993,3,20,14,51,59.7,12,6.2,6.2,6,5.8,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE): NGAMRING,29.084,87.333
5351,,1993,3,25,13,34,35.4,21,5.6,5.6,5.4,5.5,,,,7,USA,WA,WASHINGTON-OREGON BORDER,45.035,-122.607
5352,,1993,3,26,22,52,46.9,30,5.1,5.1,4.8,5.1,,,,,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.692,50.886
5353,,1993,4,18,9,16,23.2,106,6.3,6.3,,6,,,,,PERU,,PERU:  LIMA,-11.652,-76.53
5354,Tsu,1993,6,8,13,3,36.4,71,7.5,7.5,7.3,6.4,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,51.218,157.829
10046,Tsu,1993,6,18,11,52,54.8,20,6.6,6.6,6.6,6.2,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS,-28.886,-176.819
5355,,1993,6,22,16,32,43.7,33,5.4,5.4,4.8,5.5,,,,,IRAN,,IRAN:  BOVIR AHMADI VA KOHKILUYEH,30.149,50.814
5356,,1993,7,10,20,40,58.9,20,5.8,5.8,5.6,5.3,,,,,COSTA RICA,,"COSTA RICA:  TURRIALBA, CARTAGO",9.821,-83.622
5357,Tsu,1993,7,12,13,17,11.9,17,7.7,7.7,7.6,6.6,,,,8,JAPAN,,JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA,42.851,139.197
5358,,1993,7,14,12,31,49.4,23,5.6,5.6,5.5,5.3,,,,,GREECE,,GREECE:  PATRAS,38.224,21.756
5359,,1993,8,1,0,20,40.5,13,5.5,5.5,5.1,5.2,,,,,SUDAN,,SUDAN:  KHARTOUM,15.385,31.69
6486,Tsu,1993,8,7,19,42,41.9,13,6.3,6.3,6.1,6.2,,,,,JAPAN,,JAPAN,41.985,139.839
5360,Tsu,1993,8,8,8,34,24.9,59,7.8,7.8,8,7.1,,,,9,USA TERRITORY,GU,"GUAM:  TUMAN BAY, APRA HARBOR",12.982,144.801
5362,,1993,9,10,19,12,54.6,34,7.2,7.2,7.3,6.2,,,,,GUATEMALA,,GUATEMALA:  SOUTHWEST; MEXICO:  CHIAPAS,14.717,-92.645
5363,,1993,9,21,3,28,55.4,11,6,6,5.8,5.7,,,,7,USA,OR,OREGON:  KLAMATH FALLS,42.314,-122.012
5364,,1993,9,29,22,25,48.6,7,6.2,6.2,6.2,6.3,,,,8,INDIA,,"INDIA:  LATUR-OSMANABAD, KILLARI",18.066,76.451
5366,,1993,10,13,2,6,0.3,25,6.9,6.9,7,6.4,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY,-5.889,146.02
5367,,1993,10,20,16,15,59.6,37,5.1,,,5.1,,,,,NEPAL,,NEPAL: NW; INDIA:  UTTAR PRADESH,28.723,82.28
6487,Tsu,1993,11,13,1,18,4.1,34,7,7,7,6.5,,,,,RUSSIA,,RUSSIA:  KAMCHATKA,51.934,158.647
5369,,1993,11,30,20,37,12.8,18,5.6,5.6,5.6,5.2,,,,,CHINA,,CHINA:  SOUTHERN XINJIANG:  SHUFU,39.263,75.533
5370,,1994,1,3,5,52,27.6,8,5.7,5.7,5.5,5.8,,,,,CHINA,,CHINA:  QINGHAI PROVINCE:  GONGHE,36.028,100.104
5372,Tsu,1994,1,17,12,30,55.3,18,6.7,6.7,6.8,6.4,,,,9,USA,CA,CALIFORNIA:  NORTHRIDGE,34.213,-118.537
5375,Tsu,1994,1,21,2,24,29.9,20,7,7,7.2,6.2,,,,,INDONESIA,,INDONESIA:  KAU,1.015,127.733
5376,,1994,2,3,9,5,4.2,8,5.8,5.8,5.5,5.4,,,,7,USA,WY,WYOMING:  AFTON,42.762,-110.976
5377,,1994,2,5,23,34,9.9,14,6.2,6.2,6,5.8,,,,,UGANDA,,"UGANDA:  FORT PORTAL, KASESE; ZAMBIA",0.593,30.037
5379,,1994,2,15,17,7,43.8,23,6.9,6.9,7,5.9,,,,,INDONESIA,,"INDONESIA:  SOUTHERN SUMATERA, LIWA, LAMPUNG",-4.967,104.302
5380,,1994,2,23,8,2,4.7,6,6.1,6.1,6.1,6.1,,,,,IRAN,,IRAN:  SISTAN,30.853,60.596
5381,,1994,3,1,3,49,0.8,13,6.1,6.1,6,5.8,,,,,IRAN,,IRAN:  SOUTHERN:  FIRUZABAD,29.096,52.617
