time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-02-16T10:46:27.440Z,-16.4854,-73.6362,10.37,5.4,mb,,132,3.661,1.14,us,us200050iw,2016-02-17T15:42:38.000Z,"99km W of Camana, Peru",earthquake,7.5,4.2,0.03,389,reviewed,us,us
2016-02-16T05:14:55.690Z,2.274,125.3654,133.95,4.6,mb,,87,2.495,1.11,us,us200050ht,2016-02-16T13:18:06.190Z,"93km NNE of Bitung, Indonesia",earthquake,9,8,0.091,36,reviewed,us,us
2016-02-16T04:04:56.830Z,23.0176,121.0442,10,4.8,mb,,96,0.201,1.1,us,us200050he,2016-02-16T12:07:27.693Z,"30km NNW of Taitung City, Taiwan",earthquake,6.6,1.9,0.061,84,reviewed,us,us
2016-02-16T02:46:01.220Z,22.9822,121.0726,10,4.6,mb,,97,0.163,1.23,us,us200050h7,2016-02-16T03:05:28.807Z,"25km NNW of Taitung City, Taiwan",earthquake,7,1.9,0.107,26,reviewed,us,us
2016-02-15T21:53:30.850Z,1.2427,-85.2811,10,4.6,mb,,85,5.354,0.87,us,us200050fd,2016-02-23T05:53:37.072Z,"Off the coast of Ecuador",earthquake,7.9,1.9,0.058,89,reviewed,us,us
2016-02-15T21:25:59.570Z,-8.2306,159.278,53.16,4.7,mb,,52,1.37,0.83,us,us200050fa,2016-02-23T05:36:34.080Z,"33km SE of Dadali, Solomon Islands",earthquake,10.1,7.3,0.075,54,reviewed,us,us
2016-02-15T19:28:04.180Z,-49.048,164.483,10,5.9,mww,,49,3.244,0.83,us,us200050ei,2016-03-06T19:06:28.520Z,"220km NNW of Auckland Island, New Zealand",earthquake,9.1,1.7,,,reviewed,us,us
2016-02-15T18:55:02.030Z,37.5665,21.7826,28.63,5.3,mww,,37,0.403,1.13,us,us200050cf,2016-03-08T00:21:49.254Z,"14km NE of Zakharo, Greece",earthquake,5.5,4,,,reviewed,us,us
2016-02-15T15:14:30.350Z,5.8783,125.1948,47.75,4.7,mb,,105,1.243,0.66,us,us10004qts,2016-03-09T17:55:30.825Z,"3km NW of Glan Peidu, Philippines",earthquake,7.2,5.7,0.064,74,reviewed,us,us
2016-02-15T15:09:39.570Z,-21.3428,-175.4516,17.73,4.6,mb,,222,7.093,0.47,us,us10004qtq,2016-03-09T15:28:43.940Z,"30km WSW of Vaini, Tonga",earthquake,20.9,9.8,0.164,11,reviewed,us,us
2016-02-15T15:02:32.890Z,-20.9997,-175.4739,10,6,mww,,47,5.554,0.66,us,us200050a6,2016-03-09T15:13:14.338Z,"31km WNW of Havelu, Tonga",earthquake,8.9,1.8,,,reviewed,us,us
2016-02-15T13:14:25.150Z,9.36,-70.3686,5,4.5,mb,,38,0.54,0.88,us,us2000509i,2016-03-08T21:25:57.651Z,"7km E of Trujillo, Venezuela",earthquake,5.2,1.9,0.135,16,reviewed,us,us
2016-02-15T12:20:03.400Z,18.3582,146.1665,119.64,4.5,mb,,98,3.121,0.79,us,us10004qti,2016-02-27T09:03:45.119Z,"49km ENE of Pagan, Northern Mariana Islands",earthquake,11.5,7.6,0.085,41,reviewed,us,us
2016-02-15T01:06:13.050Z,-30.3042,-177.6382,35,4.6,mb,,188,1.085,0.92,us,us10004qt9,2016-02-23T04:26:52.634Z,"117km SSE of Raoul Island, New Zealand",earthquake,10.6,2,0.146,14,reviewed,us,us
2016-02-14T19:12:22.230Z,24.8377,123.3064,43.98,4.8,mb,,149,0.456,0.76,us,us2000506f,2016-02-15T03:14:56.186Z,"51km NE of Yonakuni, Japan",earthquake,11.4,8.1,0.148,14,reviewed,us,us
2016-02-14T18:09:26.460Z,30.3018,138.8501,412.8,5.7,mb,,93,2.922,0.88,us,us2000505t,2016-02-17T15:43:18.000Z,"Izu Islands, Japan region",earthquake,10.2,9.1,0.064,88,reviewed,us,us
2016-02-14T17:17:28.500Z,12.1488,-88.0554,58.73,4.5,mb,,194,1.122,0.91,us,us2000505p,2016-02-15T01:20:14.459Z,"93km SW of Jiquilillo, Nicaragua",earthquake,8.7,12.4,0.104,27,reviewed,us,us
2016-02-14T16:33:20.660Z,12.1181,-88.0661,10,4.6,mb,,173,1.147,0.71,us,us2000505a,2016-03-08T20:01:45.948Z,"96km SW of Jiquilillo, Nicaragua",earthquake,6.4,1.9,0.059,86,reviewed,us,us
2016-02-14T15:26:28.010Z,-1.0923,-13.6821,10,4.9,mb,,48,6.828,0.73,us,us20005055,2016-03-08T19:58:48.114Z,"North of Ascension Island",earthquake,10.6,1.9,0.083,46,reviewed,us,us
2016-02-14T14:12:42.420Z,-15.367,-173.2191,10,4.5,mb,,84,2.011,0.64,us,us10004qjj,2016-03-08T17:14:40.528Z,"86km NE of Hihifo, Tonga",earthquake,10.6,1.8,0.069,62,reviewed,us,us
2016-02-14T12:46:03.360Z,-16.4495,-173.9486,55.42,4.7,mb,,83,3.282,0.61,us,us10004qje,2016-02-27T07:49:46.515Z,"59km SSW of Hihifo, Tonga",earthquake,9.9,6,0.126,19,reviewed,us,us
2016-02-14T11:08:23.490Z,-17.8137,-178.6335,561.76,4.5,mb,,112,3.158,1.01,us,us10004qjs,2016-02-26T13:34:32.066Z,"261km SE of Lambasa, Fiji",earthquake,13.9,7.5,0.094,33,reviewed,us,us
2016-02-14T09:05:56.720Z,-16.6357,168.6169,146.78,4.5,mb,,269,4.321,0.86,us,us10004qj9,2016-02-26T09:38:27.431Z,"125km NNE of Port-Vila, Vanuatu",earthquake,16.3,12.8,0.171,10,reviewed,us,us
2016-02-14T08:18:59.510Z,14.3446,-90.3038,166.91,4.6,mb,,121,0.915,1.02,us,us10004qj7,2016-03-10T09:24:05.877Z,"4km S of Santa Rosa de Lima, Guatemala",earthquake,7.4,7.2,0.092,35,reviewed,us,us
2016-02-14T07:33:50.000Z,56.624,-156.4177,56,4.5,ml,159,75.5999939520005,,0.77,ak,ak12813055,2016-03-10T10:07:30.241Z,"101km NNW of Chirikof Island, Alaska",earthquake,0.4,0.8,,,reviewed,ak,ak
2016-02-14T07:31:20.640Z,54.0438,158.5523,163.01,4.5,mb,,140,1.024,0.5,us,us20005038,2016-03-09T12:10:30.341Z,"96km N of Yelizovo, Russia",earthquake,13.6,6.5,0.15,14,reviewed,us,us
2016-02-14T07:10:45.870Z,-17.4196,-171.8895,22.83,5.3,mb,,38,2.488,0.79,us,us2000502w,2016-03-09T09:55:13.460Z,"256km SE of Hihifo, Tonga",earthquake,7.6,3.3,0.037,249,reviewed,us,us
2016-02-14T00:13:44.260Z,-43.4808,172.7576,8.85,5.8,mww,,33,0.237,0.88,us,us20005019,2016-03-12T05:05:25.900Z,"11km ENE of Christchurch, New Zealand",earthquake,2.2,2.8,,,reviewed,us,us
